,City,State,City_State,Latitude,Longitude
866, Brady,TX," Brady, TX",31.1351682,-99.3350552
867, Marshall,TX," Marshall, TX",32.5448714,-94.36741839999999
868, Union City,GA," Union City, GA",33.5870558,-84.5424299
869, Fort Walton Beach,FL," Fort Walton Beach, FL",30.42007079999999,-86.6170308
870, Warner Robins,GA," Warner Robins, GA",32.6130007,-83.624201
871, Corydon,IN," Corydon, IN",38.2120121,-86.1219155
872, Noblesville,IN," Noblesville, IN",40.0455917,-86.0085955
873, Sterling,CO," Sterling, CO",40.7056181,-102.989615
874, Seffner,FL," Seffner, FL",27.9836329,-82.27564679999999
875, Plainview,TX," Plainview, TX",34.1847936,-101.7068417
876, Port St Lucie,FL," Port St Lucie, FL",27.2730492,-80.3582261
877, Montgomery,AL," Montgomery, AL",32.3792233,-86.3077368
878, Rochelle,IL," Rochelle, IL",41.9239178,-89.0687073
879, Daphne,AL," Daphne, AL",30.6035255,-87.9036047
880, Vero Beach,FL," Vero Beach, FL",27.6386434,-80.39727359999999
881, Denham Springs,LA," Denham Springs, LA",30.48685639999999,-90.95621249999999
882, Effingham,IL," Effingham, IL",39.1200418,-88.5433829
883, Marietta,GA," Marietta, GA",33.95260200000001,-84.5499327
884, Clovis,NM," Clovis, NM",34.4047987,-103.2052272
885, Westworth Village,TX," Westworth Village, TX",32.7604796,-97.4246158
886, Griffin,GA," Griffin, GA",33.2467807,-84.2640904
887, Ocoee,FL," Ocoee, FL",28.5691677,-81.5439619
888, Valrico,FL," Valrico, FL",27.9462615,-82.2420317
889, Casselberry,FL," Casselberry, FL",28.677775,-81.3278455
890, Waco,TX," Waco, TX",31.549333,-97.1466695
891, Orlando,FL," Orlando, FL",28.5383355,-81.3792365
892, Crestview,FL," Crestview, FL",30.7541808,-86.5727995
893, Lubbock,TX," Lubbock, TX",33.5778631,-101.8551665
894, Sherman,TX," Sherman, TX",33.6356618,-96.6088805
895, Butler,MO," Butler, MO",38.2586347,-94.33050589999999
896, Hickory,NC," Hickory, NC",35.7344538,-81.3444573
897, Bartlett,TN," Bartlett, TN",35.2045328,-89.8739753
898, Hempstead,TX," Hempstead, TX",30.0974405,-96.0782918
899, Moultrie,GA," Moultrie, GA",31.1799407,-83.7888387
900, Apopka,FL," Apopka, FL",28.6934076,-81.5322149
901, Geneseo,IL," Geneseo, IL",41.4480902,-90.1542848
902, Platteville,WI," Platteville, WI",42.73416,-90.4784621
903, Melbourne,FL," Melbourne, FL",28.0836269,-80.60810889999999
904, Bushnell,FL," Bushnell, FL",28.6649924,-82.1128629
905, La Place,LA," La Place, LA",30.0665907,-90.4800848
906, Loveland,CO," Loveland, CO",40.3977612,-105.0749801
907, Dunnellon,FL," Dunnellon, FL",29.0491426,-82.46093309999999
908, Trinidad,CO," Trinidad, CO",37.1694632,-104.5005407
909, Weatherford,TX," Weatherford, TX",32.7592955,-97.7972544
910, El Paso,TX," El Paso, TX",31.7618778,-106.4850217
911, Tomah,WI," Tomah, WI",43.9785759,-90.50402140000001
912, Cortez,CO," Cortez, CO",37.3488827,-108.5859265
913, Winter Haven,FL," Winter Haven, FL",28.0222435,-81.7328567
914, Marrero,LA," Marrero, LA",29.8993723,-90.1003506
915, Picayune,MS," Picayune, MS",30.5254692,-89.67950839999999
916, Cassville,MO," Cassville, MO",36.6770111,-93.8688109
917, Gulfport,MS," Gulfport, MS",30.3674198,-89.0928155
918, Viroqua,WI," Viroqua, WI",43.5569174,-90.88874129999999
919, Lake Worth,TX," Lake Worth, TX",32.8048507,-97.44502
920, Spring Hill,FL," Spring Hill, FL",28.4831682,-82.5369872
921, West Melbourne,FL," West Melbourne, FL",28.0716832,-80.65338779999999
922, Fort Pierce,FL," Fort Pierce, FL",27.4467056,-80.3256056
923, Durant,OK," Durant, OK",33.9924186,-96.39712329999999
924, Fernandina Beach,FL," Fernandina Beach, FL",30.6696818,-81.46259189999999
925, Greeley,CO," Greeley, CO",40.4233142,-104.7091322
926, Arkansas City,KS," Arkansas City, KS",37.0619736,-97.0383712
927, Winnsboro,LA," Winnsboro, LA",32.1632079,-91.720681
928, Sparta,WI," Sparta, WI",43.9441328,-90.8129118
929, Meridian,MS," Meridian, MS",32.3643098,-88.703656
930, Fairfield,IA," Fairfield, IA",41.00761139999999,-91.9636914
931, Salida,CO," Salida, CO",38.5347193,-105.9989022
932, Owatonna,MN," Owatonna, MN",44.0855572,-93.2259349
933, Castle Rock,CO," Castle Rock, CO",39.3722121,-104.8560902
934, Frisco,CO," Frisco, CO",39.5744309,-106.0975203
935, Fort Myers,FL," Fort Myers, FL",26.640628,-81.8723084
936, Lutz,FL," Lutz, FL",28.1511243,-82.4614831
937, Milton,FL," Milton, FL",30.6324149,-87.03968809999999
938, Metairie,LA," Metairie, LA",29.9840922,-90.1528519
939, Mobile,AL," Mobile, AL",30.6953657,-88.0398912
940, New Port Richey,FL," New Port Richey, FL",28.2441768,-82.7192671
941, Mcpherson,KS," Mcpherson, KS",38.3708415,-97.66420869999999
942, Tulsa,OK," Tulsa, OK",36.1539816,-95.99277500000001
943, Franklin,IN," Franklin, IN",39.4806055,-86.0549863
944, San Antonio,TX," San Antonio, TX",29.4241219,-98.49362819999999
945, Brownsville,TX," Brownsville, TX",25.9017472,-97.4974838
946, Hope,AR," Hope, AR",33.6670615,-93.5915665
947, Wood River,IL," Wood River, IL",38.861159,-90.0976069
948, Hallettsville,TX," Hallettsville, TX",29.4438528,-96.9410929
949, Sebastian,FL," Sebastian, FL",27.816415,-80.4706078
950, Lenoir,NC," Lenoir, NC",35.9140196,-81.5389849
951, Pascagoula,MS," Pascagoula, MS",30.3657552,-88.5561272
952, Geneva,AL," Geneva, AL",31.0329572,-85.8638242
953, Lampasas,TX," Lampasas, TX",31.06378399999999,-98.18169569999999
954, Tifton,GA," Tifton, GA",31.4504629,-83.5084973
955, Clarksville,TN," Clarksville, TN",36.5297706,-87.3594528
956, Tallahassee,FL," Tallahassee, FL",30.4382559,-84.28073289999999
957, Macon,GA," Macon, GA",32.8406946,-83.6324022
958, Ballinger,TX," Ballinger, TX",31.7382062,-99.9473077
959, East Ellijay,GA," East Ellijay, GA",34.6839746,-84.4727049
960, Jacksonville,FL," Jacksonville, FL",30.3321838,-81.65565099999999
961, Port Richey,FL," Port Richey, FL",28.2716755,-82.71954509999999
962, Johnson City,TN," Johnson City, TN",36.3134397,-82.3534727
963, Gainesville,FL," Gainesville, FL",29.6516344,-82.32482619999999
964, Biloxi,MS," Biloxi, MS",30.3960318,-88.88530779999999
965, Saint Cloud,FL," Saint Cloud, FL",28.2489016,-81.2811801
966, Stuart,FL," Stuart, FL",27.197548,-80.2528257
967, Jacksonville,FL," Jacksonville, FL",30.3321838,-81.65565099999999
968, Andalusia,AL," Andalusia, AL",31.3085039,-86.48329129999999
969, Newton,MS," Newton, MS",32.3212554,-89.16339289999999
970, Rantoul,IL," Rantoul, IL",40.3083672,-88.1558785
971, Kimball,TN," Kimball, TN",35.0478571,-85.6719138
972, Raytown,MO," Raytown, MO",39.0086171,-94.46356379999999
973, Glenwood Springs,CO," Glenwood Springs, CO",39.5505376,-107.3247762
974, Aberdeen,NC," Aberdeen, NC",35.131547,-79.42947889999999
975, Port Lavaca,TX," Port Lavaca, TX",28.6149968,-96.6260892
976, Wichita,KS," Wichita, KS",37.68717609999999,-97.33005299999999
977, Wetumpka,AL," Wetumpka, AL",32.5437448,-86.2119127
978, Baker,LA," Baker, LA",30.5882429,-91.16816299999999
979, Hamilton,AL," Hamilton, AL",34.1423235,-87.98864379999999
980, Houston,TX," Houston, TX",29.7604267,-95.3698028
981, Inverness,FL," Inverness, FL",28.8354507,-82.3313955
982, North Little Rock,AR," North Little Rock, AR",34.769536,-92.2670941
983, Orlando,FL," Orlando, FL",28.5383355,-81.3792365
984, Farmerville,LA," Farmerville, LA",32.7734728,-92.4056985
985, Rayville,LA," Rayville, LA",32.4773643,-91.7548473
986, Thomaston,GA," Thomaston, GA",32.8881879,-84.3265854
987, Hartwell,GA," Hartwell, GA",34.3528825,-82.932087
988, Oakdale,LA," Oakdale, LA",30.8167525,-92.658557
989, Jacksonville,FL," Jacksonville, FL",30.3321838,-81.65565099999999
990, Mountain View,AR," Mountain View, AR",35.8684075,-92.11765210000002
991, Duncan,OK," Duncan, OK",34.5023028,-97.9578128
992, Plano,TX," Plano, TX",33.0198431,-96.6988856
993, Balch Springs,TX," Balch Springs, TX",32.7287413,-96.62277139999999
994, Gladstone,MO," Gladstone, MO",39.2038918,-94.554677
995, London,KY," London, KY",37.1289771,-84.08326459999999
996, Vidalia,LA," Vidalia, LA",31.5654441,-91.4259495
997, Seneca,SC," Seneca, SC",34.6856555,-82.9532036
998, Naples,FL," Naples, FL",26.1420358,-81.7948103
999, Milledgeville,GA," Milledgeville, GA",33.0801429,-83.2320991
1000, Eastanollee,GA," Eastanollee, GA",34.520378,-83.2554372
1001, Hartselle,AL," Hartselle, AL",34.4434282,-86.9352842
1002, Boerne,TX," Boerne, TX",29.79466409999999,-98.7319703
1003, Wadesboro,NC," Wadesboro, NC",34.9682097,-80.0767266
1004, Austin,TX," Austin, TX",30.267153,-97.7430608
1005, Taylorsville,NC," Taylorsville, NC",35.9216748,-81.17688129999999
1006, Normal,IL," Normal, IL",40.5142026,-88.9906312
1007, Albemarle,NC," Albemarle, NC",35.3501426,-80.2000578
1008, De Funiak Springs,FL," De Funiak Springs, FL",30.7210227,-86.11521839999999
1009, Hartsville,SC," Hartsville, SC",34.3740431,-80.07340049999999
1010, Port Allen,LA," Port Allen, LA",30.4474878,-91.20732609999999
1011, New Smyrna Beach,FL," New Smyrna Beach, FL",29.0258191,-80.9269984
1012, Houston,TX," Houston, TX",29.7604267,-95.3698028
1013, Mount Sterling,KY," Mount Sterling, KY",38.0564679,-83.9432556
1014, Scottsburg,IN," Scottsburg, IN",38.685614,-85.7702451
1015, Morehead,KY," Morehead, KY",38.1839705,-83.4326841
1016, Sandersville,GA," Sandersville, GA",32.9815431,-82.810138
1017, York,SC," York, SC",34.9943021,-81.24201750000002
1018, Moncks Corner,SC," Moncks Corner, SC",33.1960027,-80.01313739999999
1019, Wichita Falls,TX," Wichita Falls, TX",33.9137085,-98.4933873
1020, Mocksville,NC," Mocksville, NC",35.8940263,-80.5614494
1021, Safford,AZ," Safford, AZ",32.8339546,-109.70758
1022, College Station,TX," College Station, TX",30.627977,-96.3344068
1023, Laurens,SC," Laurens, SC",34.4990116,-82.0142597
1024, Kansas City,KS," Kansas City, KS",39.11553139999999,-94.62678729999999
1025, Macon,GA," Macon, GA",32.8406946,-83.6324022
1026, Fredericksburg,TX," Fredericksburg, TX",30.2752011,-98.8719843
1027, Madison,WI," Madison, WI",43.0730517,-89.4012302
1028, Mooresville,NC," Mooresville, NC",35.5859146,-80.8081413
1029, North Vernon,IN," North Vernon, IN",39.006165,-85.6235796
1030, Aurora,IN," Aurora, IN",39.0570022,-84.9013402
1031, New Tazewell,TN," New Tazewell, TN",36.4425827,-83.5996306
1032, Hohenwald,TN," Hohenwald, TN",35.5478513,-87.5519628
1033, Washington,IN," Washington, IN",38.65921520000001,-87.172789
1034, Saint Charles,MO," Saint Charles, MO",38.7881062,-90.4974359
1035, Sioux Center,IA," Sioux Center, IA",43.0797991,-96.1756935
1036, New Orleans,LA," New Orleans, LA",29.95106579999999,-90.0715323
1037, Flippin,AR," Flippin, AR",36.2789578,-92.5971081
1038, Columbia,SC," Columbia, SC",34.0007104,-81.0348144
1039, Radcliff,KY," Radcliff, KY",37.8403456,-85.9491298
1040, Elizabethtown,NC," Elizabethtown, NC",34.6293372,-78.6052899
1041, Lumberton,NC," Lumberton, NC",34.6182199,-79.0086424
1042, Louisville,KY," Louisville, KY",38.2526647,-85.7584557
1043, Sarasota,FL," Sarasota, FL",27.3364347,-82.53065269999999
1044, Springhill,LA," Springhill, LA",33.0059692,-93.4668396
1045, Jacksonville,FL," Jacksonville, FL",30.3321838,-81.65565099999999
1046, Jacksonville,FL," Jacksonville, FL",30.3321838,-81.65565099999999
1047, Thomasville,AL," Thomasville, AL",31.9134859,-87.7358366
1048, Kenosha,WI," Kenosha, WI",42.5847425,-87.82118539999999
1049, Flagstaff,AZ," Flagstaff, AZ",35.1982836,-111.651302
1050, Stoughton,WI," Stoughton, WI",42.91694620000001,-89.21789369999999
1051, Manchester,MO," Manchester, MO",38.5969977,-90.5092882
1052, Greensburg,IN," Greensburg, IN",39.3372722,-85.483581
1053, Marietta,GA," Marietta, GA",33.95260200000001,-84.5499327
1054, Palm Coast,FL," Palm Coast, FL",29.5844524,-81.20786989999999
1055, Stone Mountain,GA," Stone Mountain, GA",33.8081608,-84.17019599999999
1056, Asheboro,NC," Asheboro, NC",35.7079146,-79.8136446
1057, Bedford,TX," Bedford, TX",32.844017,-97.1430671
1058, West Columbia,SC," West Columbia, SC",33.9934867,-81.0739825
1059, Austin,TX," Austin, TX",30.267153,-97.7430608
1060, Liberty,TX," Liberty, TX",30.057993,-94.7954783
1061, Bridgeton,MO," Bridgeton, MO",38.7669954,-90.41150569999999
1062, Berea,KY," Berea, KY",37.568694,-84.2963223
1063, Barbourville,KY," Barbourville, KY",36.8664765,-83.8888138
1064, Monroe,LA," Monroe, LA",32.5093109,-92.1193012
1065, Greenfield,IN," Greenfield, IN",39.785043,-85.7694226
1066, Magee,MS," Magee, MS",31.8737712,-89.7336852
1067, New Roads,LA," New Roads, LA",30.7015741,-91.4362242
1068, Waveland,MS," Waveland, MS",30.2868632,-89.37615869999999
1069, Oak Ridge,TN," Oak Ridge, TN",36.0103561,-84.26964490000002
1070, Rocky Mount,NC," Rocky Mount, NC",35.9382103,-77.7905339
1071, San Antonio,TX," San Antonio, TX",29.4241219,-98.49362819999999
1072, Iola,KS," Iola, KS",37.9244799,-95.3999814
1073, Colorado Springs,CO," Colorado Springs, CO",38.8338816,-104.8213634
1074, Avon,CO," Avon, CO",39.6330673,-106.5222196
1075, Wisconsin Rapids,WI," Wisconsin Rapids, WI",44.38357630000001,-89.8173465
1076, Gardendale,AL," Gardendale, AL",33.6601033,-86.8127702
1077, Wimauma,FL," Wimauma, FL",27.7125308,-82.2989803
1078, Macclenny,FL," Macclenny, FL",30.2821807,-82.12205689999999
1079, Lake Charles,LA," Lake Charles, LA",30.2265949,-93.2173758
1080, Callaway,FL," Callaway, FL",30.1453538,-85.5743227
1081, Baton Rouge,LA," Baton Rouge, LA",30.4514677,-91.18714659999999
1082, Wheat Ridge,CO," Wheat Ridge, CO",39.766098,-105.0772063
1083, Nicholasville,KY," Nicholasville, KY",37.8806341,-84.5729961
1084, Lincolnton,NC," Lincolnton, NC",35.473745,-81.2545251
1085, Saraland,AL," Saraland, AL",30.820742,-88.07055559999999
1086, Calhoun,GA," Calhoun, GA",34.502587,-84.9510542
1087, Birmingham,AL," Birmingham, AL",33.5185892,-86.8103567
1088, Carrollton,TX," Carrollton, TX",32.9756415,-96.8899636
1089, Franklin,NC," Franklin, NC",35.1823171,-83.3815429
1090, Brooksville,FL," Brooksville, FL",28.5552719,-82.3878709
1091, Jacksonville,FL," Jacksonville, FL",30.3321838,-81.65565099999999
1092, Casa Grande,AZ," Casa Grande, AZ",32.9110027,-111.7733902
1093, Orlando,FL," Orlando, FL",28.5383355,-81.3792365
1094, Pensacola,FL," Pensacola, FL",30.42130899999999,-87.2169149
1095, Wichita,KS," Wichita, KS",37.68717609999999,-97.33005299999999
1096, Pensacola,FL," Pensacola, FL",30.42130899999999,-87.2169149
1097, Tallahassee,FL," Tallahassee, FL",30.4382559,-84.28073289999999
1098, Orange Park,FL," Orange Park, FL",30.1660736,-81.706484
1099, Ashland City,TN," Ashland City, TN",36.2742207,-87.0641699
1100, Augusta,GA," Augusta, GA",33.4734978,-82.0105148
1101, Columbia,MS," Columbia, MS",31.2524566,-89.83542829999999
1102, Round Lake Beach,IL," Round Lake Beach, IL",42.37168810000001,-88.0900815
1103, Hoover,AL," Hoover, AL",33.4053867,-86.8113781
1104, Thornton,CO," Thornton, CO",39.8680412,-104.9719243
1105, Paintsville,KY," Paintsville, KY",37.8145384,-82.8071054
1106, Belton,TX," Belton, TX",31.0560132,-97.46445299999999
1107, Show Low,AZ," Show Low, AZ",34.2542084,-110.0298327
1108, Colby,KS," Colby, KS",39.3958369,-101.0523773
1109, Erwin,NC," Erwin, NC",35.3268292,-78.676128
1110, San Antonio,TX," San Antonio, TX",29.4241219,-98.49362819999999
1111, Fayetteville,NC," Fayetteville, NC",35.0526641,-78.87835849999999
1112, Urbana,OH," Urbana, OH",40.1083912,-83.7524298
1113, Goldsboro,NC," Goldsboro, NC",35.3848841,-77.9927651
1114, Davenport,IA," Davenport, IA",41.5236437,-90.5776367
1115, Mansura,LA," Mansura, LA",31.0579664,-92.049012
1116, Sierra Vista,AZ," Sierra Vista, AZ",31.5455001,-110.2772856
1117, Hendersonville,NC," Hendersonville, NC",35.3187279,-82.4609528
1118, Hazard,KY," Hazard, KY",37.24954,-83.1932284
1119, Lakeland,FL," Lakeland, FL",28.0394654,-81.9498042
1120, Martinsville,VA," Martinsville, VA",36.6915262,-79.8725386
1121, Taylors,SC," Taylors, SC",34.9203946,-82.2962268
1122, Arden,NC," Arden, NC",35.4661613,-82.5166982
1123, Highlands Ranch,CO," Highlands Ranch, CO",39.5480789,-104.9739333
1124, Bellmead,TX," Bellmead, TX",31.5940545,-97.1088903
1125, Laurinburg,NC," Laurinburg, NC",34.7740494,-79.46282479999999
1126, Joliet,IL," Joliet, IL",41.525031,-88.0817251
1127, Hillsborough,NC," Hillsborough, NC",36.0754183,-79.0997347
1128, Corbin,KY," Corbin, KY",36.9486986,-84.0968761
1129, Stamford,TX," Stamford, TX",32.9453874,-99.8028709
1130, Lucedale,MS," Lucedale, MS",30.9251869,-88.5900235
1131, Fayetteville,NC," Fayetteville, NC",35.0526641,-78.87835849999999
1132, Rushville,IN," Rushville, IN",39.6092137,-85.4463594
1133, Evansville,IN," Evansville, IN",37.9715592,-87.5710898
1134, Bellefontaine,OH," Bellefontaine, OH",40.3611643,-83.7596557
1135, Baton Rouge,LA," Baton Rouge, LA",30.4514677,-91.18714659999999
1136, Whiteville,NC," Whiteville, NC",34.3387802,-78.7030721
1137, Saint Louis,MO," Saint Louis, MO",38.6270025,-90.19940419999999
1138, Louisville,KY," Louisville, KY",38.2526647,-85.7584557
1139, Snyder,TX," Snyder, TX",32.7178862,-100.9176184
1140, Meridian,MS," Meridian, MS",32.3643098,-88.703656
1141, North Augusta,SC," North Augusta, SC",33.5018026,-81.9651152
1142, Monticello,KY," Monticello, KY",36.8297937,-84.8491126
1143, Lebanon,IN," Lebanon, IN",40.0483744,-86.4691677
1144, Sheboygan,WI," Sheboygan, WI",43.7508284,-87.71453
1145, Black River Falls,WI," Black River Falls, WI",44.2946833,-90.8515311
1146, Fountain,CO," Fountain, CO",38.682219,-104.7008056
1147, Houston,TX," Houston, TX",29.7604267,-95.3698028
1148, Grand Junction,CO," Grand Junction, CO",39.0638705,-108.5506486
1149, Harvard,IL," Harvard, IL",42.422241,-88.61371009999999
1150, Ottumwa,IA," Ottumwa, IA",41.01602930000001,-92.40830220000001
1151, Phenix City,AL," Phenix City, AL",32.4709761,-85.0007653
1152, Starke,FL," Starke, FL",29.9441298,-82.1098275
1153, Roxboro,NC," Roxboro, NC",36.3937519,-78.982788
1154, Columbia,SC," Columbia, SC",34.0007104,-81.0348144
1155, Burlington,NC," Burlington, NC",36.0956918,-79.43779909999999
1156, Perry,OK," Perry, OK",36.2894855,-97.28809830000002
1157, Tucson,AZ," Tucson, AZ",32.2226066,-110.9747108
1158, Spartanburg,SC," Spartanburg, SC",34.9495672,-81.9320482
1159, Wilkesboro,NC," Wilkesboro, NC",36.1459649,-81.1606401
1160, Wilmington,OH," Wilmington, OH",39.4453393,-83.8285375
1161, Christiansburg,VA," Christiansburg, VA",37.1298517,-80.4089389
1162, Marion,IN," Marion, IN",40.5583739,-85.6591442
1163, Augusta,GA," Augusta, GA",33.4734978,-82.0105148
1164, Chiefland,FL," Chiefland, FL",29.4749621,-82.8598421
1165, Madill,OK," Madill, OK",34.0903751,-96.7716691
1166, New Bern,NC," New Bern, NC",35.108493,-77.04411429999999
1167, Roanoke,VA," Roanoke, VA",37.2709704,-79.9414266
1168, Memphis,TN," Memphis, TN",35.1495343,-90.0489801
1169, Cottonwood,AZ," Cottonwood, AZ",34.7391876,-112.0098791
1170, Norton,VA," Norton, VA",36.933433,-82.6290459
1171, Janesville,WI," Janesville, WI",42.6827885,-89.0187222
1172, Bourbonnais,IL," Bourbonnais, IL",41.1760108,-87.87952299999999
1173, Alamogordo,NM," Alamogordo, NM",32.8995325,-105.960265
1174, Littleton,CO," Littleton, CO",39.613321,-105.0166498
1175, San Angelo,TX," San Angelo, TX",31.4637723,-100.4370375
1176, Austin,TX," Austin, TX",30.267153,-97.7430608
1177, Terre Haute,IN," Terre Haute, IN",39.4667034,-87.41390919999999
1178, Salem,VA," Salem, VA",37.2934681,-80.05476259999999
1179, Spring Lake,NC," Spring Lake, NC",35.1679395,-78.97280560000002
1180, Columbus,GA," Columbus, GA",32.4609764,-84.9877094
1181, San Antonio,TX," San Antonio, TX",29.4241219,-98.49362819999999
1182, Buford,GA," Buford, GA",34.1206564,-84.0043513
1183, Knoxville,TN," Knoxville, TN",35.9606384,-83.9207392
1184, Cheyenne,WY," Cheyenne, WY",41.1399814,-104.8202462
1185, Sturgeon Bay,WI," Sturgeon Bay, WI",44.8341639,-87.3770419
1186, Knoxville,TN," Knoxville, TN",35.9606384,-83.9207392
1187, Smithfield,NC," Smithfield, NC",35.5084935,-78.3394455
1188, Asheville,NC," Asheville, NC",35.5950581,-82.5514869
1189, Sun Prairie,WI," Sun Prairie, WI",43.1836046,-89.2137254
1190, Lexington,NC," Lexington, NC",35.8240265,-80.2533838
1191, Peoria,IL," Peoria, IL",40.6936488,-89.5889864
1192, Nogales,AZ," Nogales, AZ",31.3403775,-110.9342532
1193, Grand Island,NE," Grand Island, NE",40.9263957,-98.3420118
1194, Tucson,AZ," Tucson, AZ",32.2226066,-110.9747108
1195, Whitewater,WI," Whitewater, WI",42.83362049999999,-88.7323272
1196, Madison,IN," Madison, IN",38.7358933,-85.37995769999999
1197, Logansport,IN," Logansport, IN",40.7544843,-86.3566659
1198, Lima,OH," Lima, OH",40.742551,-84.1052256
1199, Winslow,AZ," Winslow, AZ",35.0241873,-110.6973571
1200, Sidney,OH," Sidney, OH",40.2842164,-84.1554987
1201, Van Wert,OH," Van Wert, OH",40.8694927,-84.58412229999999
1202, Claypool,AZ," Claypool, AZ",33.4111659,-110.8426113
1203, Elkin,NC," Elkin, NC",36.2443012,-80.8484043
1204, South Sioux City,NE," South Sioux City, NE",42.4648558,-96.4130601
1205, Columbus,GA," Columbus, GA",32.4609764,-84.9877094
1206, Lithonia,GA," Lithonia, GA",33.7123305,-84.1051939
1207, Columbia,SC," Columbia, SC",34.0007104,-81.0348144
1208, Evansville,IN," Evansville, IN",37.9715592,-87.5710898
1209, Kenner,LA," Kenner, LA",29.9940924,-90.2417434
1210, South Boston,VA," South Boston, VA",36.6987493,-78.9013987
1211, Jacksonville,NC," Jacksonville, NC",34.7540524,-77.4302414
1212, San Antonio,TX," San Antonio, TX",29.4241219,-98.49362819999999
1213, Lexington,VA," Lexington, VA",37.78402080000001,-79.4428157
1214, Warsaw,IN," Warsaw, IN",41.2381,-85.8530469
1215, Wilmington,NC," Wilmington, NC",34.2103894,-77.8868117
1216, Sunrise,FL," Sunrise, FL",26.1669711,-80.25659499999999
1217, Wallace,NC," Wallace, NC",34.735724,-77.99526279999999
1218, Lynchburg,VA," Lynchburg, VA",37.4137536,-79.14224639999999
1219, Beckley,WV," Beckley, WV",37.7781702,-81.1881557
1220, Morehead City,NC," Morehead City, NC",34.7229391,-76.7260436
1221, Washington,NC," Washington, NC",35.54655169999999,-77.0521742
1222, Walterboro,SC," Walterboro, SC",32.9051704,-80.6667688
1223, Knoxville,TN," Knoxville, TN",35.9606384,-83.9207392
1224, Harahan,LA," Harahan, LA",29.9404826,-90.2031313
1225, North Charleston,SC," North Charleston, SC",32.8546197,-79.9748103
1226, Fayetteville,WV," Fayetteville, WV",38.0528884,-81.1039911
1227, Destin,FL," Destin, FL",30.3935337,-86.4957833
1228, Madison,GA," Madison, GA",33.5956813,-83.467944
1229, Lake Havasu City,AZ," Lake Havasu City, AZ",34.483901,-114.3224548
1230, Hudson,WI," Hudson, WI",44.9746896,-92.7568703
1231, Warner Robins,GA," Warner Robins, GA",32.6130007,-83.624201
1232, Martinsville,IN," Martinsville, IN",39.42782529999999,-86.4283279
1233, Merrill,WI," Merrill, WI",45.1805223,-89.683459
1234, West Union,OH," West Union, OH",38.7945166,-83.5451934
1235, Georgetown,TX," Georgetown, TX",30.6332618,-97.6779842
1236, Payson,AZ," Payson, AZ",34.2308684,-111.3251355
1237, Bullhead City,AZ," Bullhead City, AZ",35.1359386,-114.5285981
1238, Altamonte Springs,FL," Altamonte Springs, FL",28.6611089,-81.3656242
1239, Lilburn,GA," Lilburn, GA",33.8901036,-84.14297189999999
1240, Marion,VA," Marion, VA",36.8348383,-81.5148368
1241, Columbus,IN," Columbus, IN",39.2014404,-85.9213796
1242, Hendersonville,TN," Hendersonville, TN",36.3047735,-86.6199957
1243, Goshen,IN," Goshen, IN",41.5822716,-85.8344383
1244, Johnsburg,IL," Johnsburg, IL",42.3800209,-88.2420315
1245, Raleigh,NC," Raleigh, NC",35.7795897,-78.6381787
1246, Apache Junction,AZ," Apache Junction, AZ",33.4150485,-111.5495777
1247, Greenville,NC," Greenville, NC",35.612661,-77.3663538
1248, Las Vegas,NM," Las Vegas, NM",35.5942137,-105.2227978
1249, Staunton,VA," Staunton, VA",38.149576,-79.0716958
1250, Greenwood,SC," Greenwood, SC",34.1954001,-82.1617883
1251, Beaufort,SC," Beaufort, SC",32.4315813,-80.6698286
1252, La Junta,CO," La Junta, CO",37.9850091,-103.5438321
1253, Pontiac,IL," Pontiac, IL",40.8808666,-88.62978389999999
1254, Ocean Springs,MS," Ocean Springs, MS",30.4113097,-88.8278057
1255, Gastonia,NC," Gastonia, NC",35.262082,-81.18730049999999
1256, Boone,IA," Boone, IA",42.0881747,-93.9878427
1257, Pinellas Park,FL," Pinellas Park, FL",27.8428025,-82.6995443
1258, Wilmington,NC," Wilmington, NC",34.2103894,-77.8868117
1259, Greenfield,WI," Greenfield, WI",42.9614039,-88.0125865
1260, Coral Springs,FL," Coral Springs, FL",26.271192,-80.2706044
1261, Baraboo,WI," Baraboo, WI",43.4710944,-89.74429060000001
1262, Albuquerque,NM," Albuquerque, NM",35.0843859,-106.650422
1263, Silver City,NM," Silver City, NM",32.770075,-108.280326
1264, Kendallville,IN," Kendallville, IN",41.4414384,-85.2649754
1265, Bedford,VA," Bedford, VA",37.3343079,-79.52308769999999
1266, Naperville,IL," Naperville, IL",41.7508391,-88.1535352
1267, Lake Zurich,IL," Lake Zurich, IL",42.19696889999999,-88.0934108
1268, Cornelia,GA," Cornelia, GA",34.5114883,-83.5271166
1269, Sioux City,IA," Sioux City, IA",42.4963416,-96.40494079999999
1270, Lebanon,OH," Lebanon, OH",39.4353373,-84.2029922
1271, Winchester,VA," Winchester, VA",39.1856597,-78.1633341
1272, Bay City,TX," Bay City, TX",28.9827565,-95.969402
1273, Tallahassee,FL," Tallahassee, FL",30.4382559,-84.28073289999999
1274, Houston,TX," Houston, TX",29.7604267,-95.3698028
1275, Green Valley,AZ," Green Valley, AZ",31.8542511,-110.9937019
1276, Troy,OH," Troy, OH",40.0394982,-84.20327669999999
1277, Athens,GA," Athens, GA",33.9519347,-83.357567
1278, Belen,NM," Belen, NM",34.6627652,-106.7761546
